"macro_name","body"
"_SC_XOPEN_REALTIME","#define _SC_XOPEN_REALTIME _SC_XOPEN_REALTIME"
"_SC_XOPEN_REALTIME_THREADS","#define _SC_XOPEN_REALTIME_THREADS _SC_XOPEN_REALTIME_THREADS"
"_SC_ADVISORY_INFO","#define _SC_ADVISORY_INFO _SC_ADVISORY_INFO"
"_SC_BARRIERS","#define _SC_BARRIERS _SC_BARRIERS"
"_SC_BASE","#define _SC_BASE _SC_BASE"
"_SC_C_LANG_SUPPORT","#define _SC_C_LANG_SUPPORT _SC_C_LANG_SUPPORT"
"_SC_C_LANG_SUPPORT_R","#define _SC_C_LANG_SUPPORT_R _SC_C_LANG_SUPPORT_R"
"_SC_CLOCK_SELECTION","#define _SC_CLOCK_SELECTION _SC_CLOCK_SELECTION"
"_SC_CPUTIME","#define _SC_CPUTIME _SC_CPUTIME"
"_SC_THREAD_CPUTIME","#define _SC_THREAD_CPUTIME _SC_THREAD_CPUTIME"
"_SC_DEVICE_IO","#define _SC_DEVICE_IO _SC_DEVICE_IO"
"_SC_DEVICE_SPECIFIC","#define _SC_DEVICE_SPECIFIC _SC_DEVICE_SPECIFIC"
"_SC_DEVICE_SPECIFIC_R","#define _SC_DEVICE_SPECIFIC_R _SC_DEVICE_SPECIFIC_R"
"_SC_FD_MGMT","#define _SC_FD_MGMT _SC_FD_MGMT"
"_SC_FIFO","#define _SC_FIFO _SC_FIFO"
"_SC_PIPE","#define _SC_PIPE _SC_PIPE"
"_SC_FILE_ATTRIBUTES","#define _SC_FILE_ATTRIBUTES _SC_FILE_ATTRIBUTES"
"_SC_FILE_LOCKING","#define _SC_FILE_LOCKING _SC_FILE_LOCKING"
"_SC_FILE_SYSTEM","#define _SC_FILE_SYSTEM _SC_FILE_SYSTEM"
"_SC_MONOTONIC_CLOCK","#define _SC_MONOTONIC_CLOCK _SC_MONOTONIC_CLOCK"
"_SC_MULTI_PROCESS","#define _SC_MULTI_PROCESS _SC_MULTI_PROCESS"
"_SC_SINGLE_PROCESS","#define _SC_SINGLE_PROCESS _SC_SINGLE_PROCESS"
"_SC_NETWORKING","#define _SC_NETWORKING _SC_NETWORKING"
"__wint_t_defined","#define __wint_t_defined 1"
"_SC_READER_WRITER_LOCKS","#define _SC_READER_WRITER_LOCKS _SC_READER_WRITER_LOCKS"
"_SC_SPIN_LOCKS","#define _SC_SPIN_LOCKS _SC_SPIN_LOCKS"
"_SC_REGEXP","#define _SC_REGEXP _SC_REGEXP"
"_SC_REGEX_VERSION","#define _SC_REGEX_VERSION _SC_REGEX_VERSION"
"_SC_SHELL","#define _SC_SHELL _SC_SHELL"
"_SC_SIGNALS","#define _SC_SIGNALS _SC_SIGNALS"
"_SC_SPAWN","#define _SC_SPAWN _SC_SPAWN"
"_SC_SPORADIC_SERVER","#define _SC_SPORADIC_SERVER _SC_SPORADIC_SERVER"
"_SC_THREAD_SPORADIC_SERVER","#define _SC_THREAD_SPORADIC_SERVER _SC_THREAD_SPORADIC_SERVER"
"_SC_SYSTEM_DATABASE","#define _SC_SYSTEM_DATABASE _SC_SYSTEM_DATABASE"
"_SC_SYSTEM_DATABASE_R","#define _SC_SYSTEM_DATABASE_R _SC_SYSTEM_DATABASE_R"
"_SC_TIMEOUTS","#define _SC_TIMEOUTS _SC_TIMEOUTS"
"_SC_TYPED_MEMORY_OBJECTS","#define _SC_TYPED_MEMORY_OBJECTS _SC_TYPED_MEMORY_OBJECTS"
"_SC_USER_GROUPS","#define _SC_USER_GROUPS _SC_USER_GROUPS"
"_SC_USER_GROUPS_R","#define _SC_USER_GROUPS_R _SC_USER_GROUPS_R"
"_SC_2_PBS","#define _SC_2_PBS _SC_2_PBS"
"_SC_2_PBS_ACCOUNTING","#define _SC_2_PBS_ACCOUNTING _SC_2_PBS_ACCOUNTING"
"_SC_2_PBS_LOCATE","#define _SC_2_PBS_LOCATE _SC_2_PBS_LOCATE"
"_SC_2_PBS_MESSAGE","#define _SC_2_PBS_MESSAGE _SC_2_PBS_MESSAGE"
"_SC_2_PBS_TRACK","#define _SC_2_PBS_TRACK _SC_2_PBS_TRACK"
"_SC_SYMLOOP_MAX","#define _SC_SYMLOOP_MAX _SC_SYMLOOP_MAX"
"_SC_STREAMS","#define _SC_STREAMS _SC_STREAMS"
"_SC_2_PBS_CHECKPOINT","#define _SC_2_PBS_CHECKPOINT _SC_2_PBS_CHECKPOINT"
"__mbstate_t_defined","#define __mbstate_t_defined 1"
"_SC_V6_ILP32_OFF32","#define _SC_V6_ILP32_OFF32 _SC_V6_ILP32_OFF32"
"_SC_V6_ILP32_OFFBIG","#define _SC_V6_ILP32_OFFBIG _SC_V6_ILP32_OFFBIG"
"_SC_V6_LP64_OFF64","#define _SC_V6_LP64_OFF64 _SC_V6_LP64_OFF64"
"_SC_V6_LPBIG_OFFBIG","#define _SC_V6_LPBIG_OFFBIG _SC_V6_LPBIG_OFFBIG"
"_SC_HOST_NAME_MAX","#define _SC_HOST_NAME_MAX _SC_HOST_NAME_MAX"
"_SC_TRACE","#define _SC_TRACE _SC_TRACE"
"_SC_TRACE_EVENT_FILTER","#define _SC_TRACE_EVENT_FILTER _SC_TRACE_EVENT_FILTER"
"_SC_TRACE_INHERIT","#define _SC_TRACE_INHERIT _SC_TRACE_INHERIT"
"_SC_TRACE_LOG","#define _SC_TRACE_LOG _SC_TRACE_LOG"
"_SC_LEVEL1_ICACHE_SIZE","#define _SC_LEVEL1_ICACHE_SIZE _SC_LEVEL1_ICACHE_SIZE"
"_SC_LEVEL1_ICACHE_ASSOC","#define _SC_LEVEL1_ICACHE_ASSOC _SC_LEVEL1_ICACHE_ASSOC"
"_SC_LEVEL1_ICACHE_LINESIZE","#define _SC_LEVEL1_ICACHE_LINESIZE _SC_LEVEL1_ICACHE_LINESIZE"
"_SC_LEVEL1_DCACHE_SIZE","#define _SC_LEVEL1_DCACHE_SIZE _SC_LEVEL1_DCACHE_SIZE"
"_SC_LEVEL1_DCACHE_ASSOC","#define _SC_LEVEL1_DCACHE_ASSOC _SC_LEVEL1_DCACHE_ASSOC"
"_SC_LEVEL1_DCACHE_LINESIZE","#define _SC_LEVEL1_DCACHE_LINESIZE _SC_LEVEL1_DCACHE_LINESIZE"
"_SC_LEVEL2_CACHE_SIZE","#define _SC_LEVEL2_CACHE_SIZE _SC_LEVEL2_CACHE_SIZE"
"_SC_LEVEL2_CACHE_ASSOC","#define _SC_LEVEL2_CACHE_ASSOC _SC_LEVEL2_CACHE_ASSOC"
"_SC_LEVEL2_CACHE_LINESIZE","#define _SC_LEVEL2_CACHE_LINESIZE _SC_LEVEL2_CACHE_LINESIZE"
"_SC_LEVEL3_CACHE_SIZE","#define _SC_LEVEL3_CACHE_SIZE _SC_LEVEL3_CACHE_SIZE"
"_SC_LEVEL3_CACHE_ASSOC","#define _SC_LEVEL3_CACHE_ASSOC _SC_LEVEL3_CACHE_ASSOC"
"_SC_LEVEL3_CACHE_LINESIZE","#define _SC_LEVEL3_CACHE_LINESIZE _SC_LEVEL3_CACHE_LINESIZE"
"_SC_LEVEL4_CACHE_SIZE","#define _SC_LEVEL4_CACHE_SIZE _SC_LEVEL4_CACHE_SIZE"
"_SC_LEVEL4_CACHE_ASSOC","#define _SC_LEVEL4_CACHE_ASSOC _SC_LEVEL4_CACHE_ASSOC"
"_SC_LEVEL4_CACHE_LINESIZE","#define _SC_LEVEL4_CACHE_LINESIZE _SC_LEVEL4_CACHE_LINESIZE"
"_SC_IPV6","#define _SC_IPV6 _SC_IPV6"
"_SC_RAW_SOCKETS","#define _SC_RAW_SOCKETS _SC_RAW_SOCKETS"
"_SC_V7_ILP32_OFF32","#define _SC_V7_ILP32_OFF32 _SC_V7_ILP32_OFF32"
"_SC_V7_ILP32_OFFBIG","#define _SC_V7_ILP32_OFFBIG _SC_V7_ILP32_OFFBIG"
"_SC_V7_LP64_OFF64","#define _SC_V7_LP64_OFF64 _SC_V7_LP64_OFF64"
"_SC_V7_LPBIG_OFFBIG","#define _SC_V7_LPBIG_OFFBIG _SC_V7_LPBIG_OFFBIG"
"_SC_SS_REPL_MAX","#define _SC_SS_REPL_MAX _SC_SS_REPL_MAX"
"_SC_TRACE_EVENT_NAME_MAX","#define _SC_TRACE_EVENT_NAME_MAX _SC_TRACE_EVENT_NAME_MAX"
"_SC_TRACE_NAME_MAX","#define _SC_TRACE_NAME_MAX _SC_TRACE_NAME_MAX"
"_SC_TRACE_SYS_MAX","#define _SC_TRACE_SYS_MAX _SC_TRACE_SYS_MAX"
"_SC_TRACE_USER_EVENT_MAX","#define _SC_TRACE_USER_EVENT_MAX _SC_TRACE_USER_EVENT_MAX"
"_SC_XOPEN_STREAMS","#define _SC_XOPEN_STREAMS _SC_XOPEN_STREAMS"
"_SC_THREAD_ROBUST_PRIO_INHERIT","#define _SC_THREAD_ROBUST_PRIO_INHERIT _SC_THREAD_ROBUST_PRIO_INHERIT"
"_SC_THREAD_ROBUST_PRIO_PROTECT","#define _SC_THREAD_ROBUST_PRIO_PROTECT _SC_THREAD_ROBUST_PRIO_PROTECT"
"_SC_MINSIGSTKSZ","#define _SC_MINSIGSTKSZ _SC_MINSIGSTKSZ"
"_SC_SIGSTKSZ","#define _SC_SIGSTKSZ _SC_SIGSTKSZ"
"_PC_LINK_MAX","#define _PC_LINK_MAX _PC_LINK_MAX"
"_PC_MAX_CANON","#define _PC_MAX_CANON _PC_MAX_CANON"
"_PC_MAX_INPUT","#define _PC_MAX_INPUT _PC_MAX_INPUT"
"_PC_NAME_MAX","#define _PC_NAME_MAX _PC_NAME_MAX"
"_PC_PATH_MAX","#define _PC_PATH_MAX _PC_PATH_MAX"
"_PC_PIPE_BUF","#define _PC_PIPE_BUF _PC_PIPE_BUF"
"_PC_CHOWN_RESTRICTED","#define _PC_CHOWN_RESTRICTED _PC_CHOWN_RESTRICTED"
"_PC_NO_TRUNC","#define _PC_NO_TRUNC _PC_NO_TRUNC"
"_PC_VDISABLE","#define _PC_VDISABLE _PC_VDISABLE"
"_PC_SYNC_IO","#define _PC_SYNC_IO _PC_SYNC_IO"
"_PC_ASYNC_IO","#define _PC_ASYNC_IO _PC_ASYNC_IO"
"_PC_PRIO_IO","#define _PC_PRIO_IO _PC_PRIO_IO"
"_PC_SOCK_MAXBUF","#define _PC_SOCK_MAXBUF _PC_SOCK_MAXBUF"
"_PC_FILESIZEBITS","#define _PC_FILESIZEBITS _PC_FILESIZEBITS"
"_PC_REC_INCR_XFER_SIZE","#define _PC_REC_INCR_XFER_SIZE _PC_REC_INCR_XFER_SIZE"
"_PC_REC_MAX_XFER_SIZE","#define _PC_REC_MAX_XFER_SIZE _PC_REC_MAX_XFER_SIZE"
"_PC_REC_MIN_XFER_SIZE","#define _PC_REC_MIN_XFER_SIZE _PC_REC_MIN_XFER_SIZE"
"_PC_REC_XFER_ALIGN","#define _PC_REC_XFER_ALIGN _PC_REC_XFER_ALIGN"
"_PC_ALLOC_SIZE_MIN","#define _PC_ALLOC_SIZE_MIN _PC_ALLOC_SIZE_MIN"
"_PC_SYMLINK_MAX","#define _PC_SYMLINK_MAX _PC_SYMLINK_MAX"
"_PC_2_SYMLINKS","#define _PC_2_SYMLINKS _PC_2_SYMLINKS"
"_CS_POSIX_V7_WIDTH_RESTRICTED_ENVS","#define _CS_POSIX_V7_WIDTH_RESTRICTED_ENVS _CS_V7_WIDTH_RESTRICTED_ENVS"
"_CS_POSIX_V5_WIDTH_RESTRICTED_ENVS","#define _CS_POSIX_V5_WIDTH_RESTRICTED_ENVS _CS_V5_WIDTH_RESTRICTED_ENVS"
"_CS_POSIX_V6_WIDTH_RESTRICTED_ENVS","#define _CS_POSIX_V6_WIDTH_RESTRICTED_ENVS _CS_V6_WIDTH_RESTRICTED_ENVS"
"_BITS_WCHAR2_DECL_H","#define _BITS_WCHAR2_DECL_H 1"
"_SC_PAGE_SIZE","#define _SC_PAGE_SIZE _SC_PAGESIZE"
"_GETOPT_CORE_H","#define _GETOPT_CORE_H 1"
"_BITS_UNISTD_DECL_H","#define _BITS_UNISTD_DECL_H 1"
"hi_s_free","#define hi_s_free hi_free"
"hi_s_realloc","#define hi_s_realloc hi_realloc"
"hi_s_malloc","#define hi_s_malloc hi_malloc"
"CLOSE_RANGE_UNSHARE","#define CLOSE_RANGE_UNSHARE (1U << 1)"
"CLOSE_RANGE_CLOEXEC","#define CLOSE_RANGE_CLOEXEC (1U << 2)"
"__WCHAR_MB_LEN_MAX","#define __WCHAR_MB_LEN_MAX 16"
"HI_SDS_LLSTR_SIZE","#define HI_SDS_LLSTR_SIZE 21"
"WEOF","#define WEOF (0xffffffffu)"
"__CORRECT_ISO_CPP_WCHAR_H_PROTO","#define __CORRECT_ISO_CPP_WCHAR_H_PROTO "
"M_SQRT1_2","#define M_SQRT1_2 0.70710678118654752440"
"M_SQRT2","#define M_SQRT2 1.41421356237309504880"
"M_2_SQRTPI","#define M_2_SQRTPI 1.12837916709551257390"
"M_2_PI","#define M_2_PI 0.63661977236758134308"
"M_1_PI","#define M_1_PI 0.31830988618379067154"
"M_PI_4","#define M_PI_4 0.78539816339744830962"
"M_PI_2","#define M_PI_2 1.57079632679489661923"
"M_PI","#define M_PI 3.14159265358979323846"
"M_LN10","#define M_LN10 2.30258509299404568402"
"M_LN2","#define M_LN2 0.69314718055994530942"
"M_LOG10E","#define M_LOG10E 0.43429448190325182765"
"M_LOG2E","#define M_LOG2E 1.4426950408889634074"
"M_E","#define M_E 2.7182818284590452354"
"MAXFLOAT","#define MAXFLOAT 3.40282347e+38F"
"__iovec_defined","#define __iovec_defined 1"
"SOCK_STREAM","#define SOCK_STREAM SOCK_STREAM"
"SOCK_DGRAM","#define SOCK_DGRAM SOCK_DGRAM"
"REDIS_READER_STACK_SIZE","#define REDIS_READER_STACK_SIZE 9"
"SOCK_RAW","#define SOCK_RAW SOCK_RAW"
"SOCK_RDM","#define SOCK_RDM SOCK_RDM"
"SOCK_SEQPACKET","#define SOCK_SEQPACKET SOCK_SEQPACKET"
"SOCK_DCCP","#define SOCK_DCCP SOCK_DCCP"
"SOCK_PACKET","#define SOCK_PACKET SOCK_PACKET"
"SOCK_CLOEXEC","#define SOCK_CLOEXEC SOCK_CLOEXEC"
"SOCK_NONBLOCK","#define SOCK_NONBLOCK SOCK_NONBLOCK"
"_SYS_SOCKET_H","#define _SYS_SOCKET_H 1"
"_SS_SIZE","#define _SS_SIZE 128"
"__SOCKADDR_COMMON_SIZE","#define __SOCKADDR_COMMON_SIZE (sizeof (unsigned short int))"
"_BITS_SOCKADDR_H","#define _BITS_SOCKADDR_H 1"
"SO_TIMESTAMPING","#define SO_TIMESTAMPING 37"
"SO_TIMESTAMPING","#define SO_TIMESTAMPING SO_TIMESTAMPING_OLD"
"SO_TIMESTAMPNS","#define SO_TIMESTAMPNS 35"
"SO_TIMESTAMPNS","#define SO_TIMESTAMPNS SO_TIMESTAMPNS_OLD"
"SO_TIMESTAMP","#define SO_TIMESTAMP 29"
"SO_TIMESTAMP","#define SO_TIMESTAMP SO_TIMESTAMP_OLD"
"SO_SNDTIMEO","#define SO_SNDTIMEO 21"
"SO_SNDTIMEO","#define SO_SNDTIMEO SO_SNDTIMEO_OLD"
"SO_RCVTIMEO","#define SO_RCVTIMEO 20"
"SO_RCVTIMEO","#define SO_RCVTIMEO SO_RCVTIMEO_OLD"
"SO_TYPE","#define SO_TYPE 3"
"SO_SNDLOWAT","#define SO_SNDLOWAT 19"
"SO_SNDBUF","#define SO_SNDBUF 7"
"SO_REUSEADDR","#define SO_REUSEADDR 2"
"SO_RCVLOWAT","#define SO_RCVLOWAT 18"
"SO_RCVBUF","#define SO_RCVBUF 8"
"SO_OOBINLINE","#define SO_OOBINLINE 10"
"SO_LINGER","#define SO_LINGER 13"
"SO_KEEPALIVE","#define SO_KEEPALIVE 9"
"SO_ERROR","#define SO_ERROR 4"
"SO_DONTROUTE","#define SO_DONTROUTE 5"
"SO_BROADCAST","#define SO_BROADCAST 6"
"SO_ACCEPTCONN","#define SO_ACCEPTCONN 30"
"SOL_SOCKET","#define SOL_SOCKET 1"
"SCM_RIGHTS","#define SCM_RIGHTS SCM_RIGHTS"
"MSG_OOB","#define MSG_OOB MSG_OOB"
"MSG_PEEK","#define MSG_PEEK MSG_PEEK"
"_GLIBCXX_CWCHAR","#define _GLIBCXX_CWCHAR 1"
"MSG_DONTROUTE","#define MSG_DONTROUTE MSG_DONTROUTE"
"MSG_CTRUNC","#define MSG_CTRUNC MSG_CTRUNC"
"MSG_PROXY","#define MSG_PROXY MSG_PROXY"
"MSG_TRUNC","#define MSG_TRUNC MSG_TRUNC"
"MSG_DONTWAIT","#define MSG_DONTWAIT MSG_DONTWAIT"
"MSG_EOR","#define MSG_EOR MSG_EOR"
"MSG_WAITALL","#define MSG_WAITALL MSG_WAITALL"
"MSG_FIN","#define MSG_FIN MSG_FIN"
"MSG_SYN","#define MSG_SYN MSG_SYN"
"MSG_CONFIRM","#define MSG_CONFIRM MSG_CONFIRM"
"MSG_RST","#define MSG_RST MSG_RST"
"MSG_ERRQUEUE","#define MSG_ERRQUEUE MSG_ERRQUEUE"
"MSG_NOSIGNAL","#define MSG_NOSIGNAL MSG_NOSIGNAL"
"MSG_MORE","#define MSG_MORE MSG_MORE"
"MSG_WAITFORONE","#define MSG_WAITFORONE MSG_WAITFORONE"
"MSG_BATCH","#define MSG_BATCH MSG_BATCH"
"MSG_ZEROCOPY","#define MSG_ZEROCOPY MSG_ZEROCOPY"
"MSG_FASTOPEN","#define MSG_FASTOPEN MSG_FASTOPEN"
"MSG_CMSG_CLOEXEC","#define MSG_CMSG_CLOEXEC MSG_CMSG_CLOEXEC"
"_SS_PADSIZE","#define _SS_PADSIZE (_SS_SIZE - __SOCKADDR_COMMON_SIZE - sizeof (__ss_aligntype))"
"SO_DEBUG","#define SO_DEBUG 1"
"_EXTERN_INLINE","#define _EXTERN_INLINE __extern_inline"
"__ss_aligntype","#define __ss_aligntype unsigned long int"
"SOMAXCONN","#define SOMAXCONN 4096"
"SOL_SMC","#define SOL_SMC 286"
"SOL_MCTP","#define SOL_MCTP 285"
"SOL_MPTCP","#define SOL_MPTCP 284"
"SOL_XDP","#define SOL_XDP 283"
"SOL_TLS","#define SOL_TLS 282"
"SOL_KCM","#define SOL_KCM 281"
"SOL_NFC","#define SOL_NFC 280"
"SOL_ALG","#define SOL_ALG 279"
"SOL_CAIF","#define SOL_CAIF 278"
"SOL_IUCV","#define SOL_IUCV 277"
"SOL_RDS","#define SOL_RDS 276"
"SOL_PNPIPE","#define SOL_PNPIPE 275"
"SOL_BLUETOOTH","#define SOL_BLUETOOTH 274"
"SOL_PPPOL2TP","#define SOL_PPPOL2TP 273"
"SOL_RXRPC","#define SOL_RXRPC 272"
"SOL_TIPC","#define SOL_TIPC 271"
"SOL_NETLINK","#define SOL_NETLINK 270"
"SOL_DCCP","#define SOL_DCCP 269"
"SOL_LLC","#define SOL_LLC 268"
"SOL_NETBEUI","#define SOL_NETBEUI 267"
"SOL_IRDA","#define SOL_IRDA 266"
"SOL_AAL","#define SOL_AAL 265"
"SOL_ATM","#define SOL_ATM 264"
"SOL_PACKET","#define SOL_PACKET 263"
"SOL_X25","#define SOL_X25 262"
"SOL_DECNET","#define SOL_DECNET 261"
"SOL_RAW","#define SOL_RAW 255"
"AF_MAX","#define AF_MAX PF_MAX"
"PF_MAX","#define PF_MAX 46"
"AF_MCTP","#define AF_MCTP PF_MCTP"
"PF_MCTP","#define PF_MCTP 45"
"AF_XDP","#define AF_XDP PF_XDP"
"PF_XDP","#define PF_XDP 44"
"AF_SMC","#define AF_SMC PF_SMC"
"PF_SMC","#define PF_SMC 43"
"AF_QIPCRTR","#define AF_QIPCRTR PF_QIPCRTR"
"PF_QIPCRTR","#define PF_QIPCRTR 42"
"AF_KCM","#define AF_KCM PF_KCM"
"PF_KCM","#define PF_KCM 41"
"AF_VSOCK","#define AF_VSOCK PF_VSOCK"
"PF_VSOCK","#define PF_VSOCK 40"
"AF_NFC","#define AF_NFC PF_NFC"
"PF_NFC","#define PF_NFC 39"
"AF_ALG","#define AF_ALG PF_ALG"
"PF_ALG","#define PF_ALG 38"
"AF_CAIF","#define AF_CAIF PF_CAIF"
"PF_CAIF","#define PF_CAIF 37"
"AF_IEEE802154","#define AF_IEEE802154 PF_IEEE802154"
"PF_IEEE802154","#define PF_IEEE802154 36"
"AF_PHONET","#define AF_PHONET PF_PHONET"
"PF_PHONET","#define PF_PHONET 35"
"AF_ISDN","#define AF_ISDN PF_ISDN"
"PF_ISDN","#define PF_ISDN 34"
"AF_RXRPC","#define AF_RXRPC PF_RXRPC"
"PF_RXRPC","#define PF_RXRPC 33"
"AF_IUCV","#define AF_IUCV PF_IUCV"
"PF_IUCV","#define PF_IUCV 32"
"AF_BLUETOOTH","#define AF_BLUETOOTH PF_BLUETOOTH"
"PF_BLUETOOTH","#define PF_BLUETOOTH 31"
"AF_TIPC","#define AF_TIPC PF_TIPC"
"PF_TIPC","#define PF_TIPC 30"
"AF_CAN","#define AF_CAN PF_CAN"
"PF_CAN","#define PF_CAN 29"
"AF_MPLS","#define AF_MPLS PF_MPLS"
"PF_MPLS","#define PF_MPLS 28"
"AF_IB","#define AF_IB PF_IB"
"PF_IB","#define PF_IB 27"
"AF_LLC","#define AF_LLC PF_LLC"
"PF_LLC","#define PF_LLC 26"
"AF_WANPIPE","#define AF_WANPIPE PF_WANPIPE"
"PF_WANPIPE","#define PF_WANPIPE 25"
"AF_PPPOX","#define AF_PPPOX PF_PPPOX"
"PF_PPPOX","#define PF_PPPOX 24"
"AF_IRDA","#define AF_IRDA PF_IRDA"
"PF_IRDA","#define PF_IRDA 23"
"AF_SNA","#define AF_SNA PF_SNA"
"PF_SNA","#define PF_SNA 22"
"AF_RDS","#define AF_RDS PF_RDS"
"PF_RDS","#define PF_RDS 21"
"AF_ATMSVC","#define AF_ATMSVC PF_ATMSVC"
"PF_ATMSVC","#define PF_ATMSVC 20"
"AF_ECONET","#define AF_ECONET PF_ECONET"
"PF_ECONET","#define PF_ECONET 19"
"AF_ASH","#define AF_ASH PF_ASH"
"PF_ASH","#define PF_ASH 18"
"AF_PACKET","#define AF_PACKET PF_PACKET"
"PF_PACKET","#define PF_PACKET 17"
"AF_ROUTE","#define AF_ROUTE PF_ROUTE"
"PF_ROUTE","#define PF_ROUTE PF_NETLINK"
"AF_NETLINK","#define AF_NETLINK PF_NETLINK"
"PF_NETLINK","#define PF_NETLINK 16"
"AF_KEY","#define AF_KEY PF_KEY"
"PF_KEY","#define PF_KEY 15"
"AF_SECURITY","#define AF_SECURITY PF_SECURITY"
"PF_SECURITY","#define PF_SECURITY 14"
"AF_NETBEUI","#define AF_NETBEUI PF_NETBEUI"
"PF_NETBEUI","#define PF_NETBEUI 13"
"AF_DECnet","#define AF_DECnet PF_DECnet"
"PF_DECnet","#define PF_DECnet 12"
"AF_ROSE","#define AF_ROSE PF_ROSE"
"PF_ROSE","#define PF_ROSE 11"
"AF_INET6","#define AF_INET6 PF_INET6"
"PF_INET6","#define PF_INET6 10"
"AF_X25","#define AF_X25 PF_X25"
"PF_X25","#define PF_X25 9"
"AF_ATMPVC","#define AF_ATMPVC PF_ATMPVC"
"PF_ATMPVC","#define PF_ATMPVC 8"
"AF_BRIDGE","#define AF_BRIDGE PF_BRIDGE"
"PF_BRIDGE","#define PF_BRIDGE 7"
"AF_NETROM","#define AF_NETROM PF_NETROM"
"PF_NETROM","#define PF_NETROM 6"
"AF_APPLETALK","#define AF_APPLETALK PF_APPLETALK"
"PF_APPLETALK","#define PF_APPLETALK 5"
"AF_IPX","#define AF_IPX PF_IPX"
"PF_IPX","#define PF_IPX 4"
"AF_AX25","#define AF_AX25 PF_AX25"
"PF_AX25","#define PF_AX25 3"
"AF_INET","#define AF_INET PF_INET"
"PF_INET","#define PF_INET 2"
"AF_FILE","#define AF_FILE PF_FILE"
"PF_FILE","#define PF_FILE PF_LOCAL"
"AF_UNIX","#define AF_UNIX PF_UNIX"
"PF_UNIX","#define PF_UNIX PF_LOCAL"
"AF_LOCAL","#define AF_LOCAL PF_LOCAL"
"PF_LOCAL","#define PF_LOCAL 1"
"AF_UNSPEC","#define AF_UNSPEC PF_UNSPEC"
"PF_UNSPEC","#define PF_UNSPEC 0"
"__BITS_SOCKET_H","#define __BITS_SOCKET_H "
"SHUT_RD","#define SHUT_RD SHUT_RD"
"SHUT_WR","#define SHUT_WR SHUT_WR"
"SHUT_RDWR","#define SHUT_RDWR SHUT_RDWR"
"__CONST_SOCKADDR_ARG","#define __CONST_SOCKADDR_ARG const struct sockaddr *"
"__SOCKADDR_ARG","#define __SOCKADDR_ARG struct sockaddr *__restrict"
"_GLIBCXX_POSTYPES_H","#define _GLIBCXX_POSTYPES_H 1"
"_SYS_UN_H","#define _SYS_UN_H 1"
"IPV6_RTHDR_TYPE_0","#define IPV6_RTHDR_TYPE_0 0"
"IPV6_RTHDR_STRICT","#define IPV6_RTHDR_STRICT 1"
"IPV6_RTHDR_LOOSE","#define IPV6_RTHDR_LOOSE 0"
"SOL_ICMPV6","#define SOL_ICMPV6 58"
"SOL_IPV6","#define SOL_IPV6 41"
"IPV6_PMTUDISC_OMIT","#define IPV6_PMTUDISC_OMIT 5"
"IPV6_PMTUDISC_INTERFACE","#define IPV6_PMTUDISC_INTERFACE 4"
"IPV6_PMTUDISC_PROBE","#define IPV6_PMTUDISC_PROBE 3"
"IPV6_PMTUDISC_DO","#define IPV6_PMTUDISC_DO 2"
"IPV6_PMTUDISC_WANT","#define IPV6_PMTUDISC_WANT 1"
"IPV6_PMTUDISC_DONT","#define IPV6_PMTUDISC_DONT 0"
"IPV6_RXDSTOPTS","#define IPV6_RXDSTOPTS IPV6_DSTOPTS"
"IPV6_DSTOPTS","#define IPV6_DSTOPTS 59"
"IPV6_RXHOPOPTS","#define IPV6_RXHOPOPTS IPV6_HOPOPTS"
"IPV6_HOPOPTS","#define IPV6_HOPOPTS 54"
"IPV6_DROP_MEMBERSHIP","#define IPV6_DROP_MEMBERSHIP IPV6_LEAVE_GROUP"
"IPV6_LEAVE_GROUP","#define IPV6_LEAVE_GROUP 21"
"IPV6_ADD_MEMBERSHIP","#define IPV6_ADD_MEMBERSHIP IPV6_JOIN_GROUP"
"IPV6_JOIN_GROUP","#define IPV6_JOIN_GROUP 20"
"IPV6_FREEBIND","#define IPV6_FREEBIND 78"
"IPV6_RECVFRAGSIZE","#define IPV6_RECVFRAGSIZE 77"
"IPV6_UNICAST_IF","#define IPV6_UNICAST_IF 76"
"IPV6_TRANSPARENT","#define IPV6_TRANSPARENT 75"
"IPV6_RECVORIGDSTADDR","#define IPV6_RECVORIGDSTADDR IPV6_ORIGDSTADDR"
"IPV6_ORIGDSTADDR","#define IPV6_ORIGDSTADDR 74"
"IPV6_MINHOPCOUNT","#define IPV6_MINHOPCOUNT 73"
"IPV6_ADDR_PREFERENCES","#define IPV6_ADDR_PREFERENCES 72"
"IPV6_AUTOFLOWLABEL","#define IPV6_AUTOFLOWLABEL 70"
"IPV6_TCLASS","#define IPV6_TCLASS 67"
"IPV6_RECVTCLASS","#define IPV6_RECVTCLASS 66"
"IPV6_DONTFRAG","#define IPV6_DONTFRAG 62"
"IPV6_PATHMTU","#define IPV6_PATHMTU 61"
"IPV6_RECVPATHMTU","#define IPV6_RECVPATHMTU 60"
"IPV6_RECVDSTOPTS","#define IPV6_RECVDSTOPTS 58"
"IPV6_RTHDR","#define IPV6_RTHDR 57"
"IPV6_RECVRTHDR","#define IPV6_RECVRTHDR 56"
"IPV6_RTHDRDSTOPTS","#define IPV6_RTHDRDSTOPTS 55"
"IPV6_RECVHOPOPTS","#define IPV6_RECVHOPOPTS 53"
